StockCode,description,total_quantity_sold,total_revenue
85175,CACTI T-LIGHT CANDLES,5185,2065.22
85176,SEWING SUSAN 21 NEEDLE SET,626,542.24
85177,BASKET OF FLOWERS SEWING KIT,774,599.76
85178,VICTORIAN SEWING KIT,2370,2640.94
85187,S/12 MINI RABBIT EASTER,324,515.4
85189,HANGING BUTTERFLY  EGG,9,7.6499999999999995
85195,HANGING HEART BASKET,11,23.1
85197,SET OF 12 MINI BUNNIES IN A BUCKET,32,67.2
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,86,68.06
85200,BUNNY EGG BOX,183,228.75
85202,HANGING WOOD AND FELT HEART,296,124.32
85203,HANGING WOOD AND FELT BUTTERFLY ,569,237.54
85204,HANGING WOOD AND FELT FLOWER,1871,248.88
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,160,296.64000000000004
85211,S/4 GROOVY CAT MAGNETS,142,151.92
85212,MINI PAINTED GARDEN DECORATION ,2427,702.4699999999999
85213,MINI  ZINC GARDEN DECORATIONS ,809,297.89
85214,TUB 24 PINK FLOWER PEGS,103,169.95
85215,ASSORTED CHEESE FRIDGE MAGNETS,163,105.95000000000002
85216,ASSORTED CAKES FRIDGE MAGNETS,55,35.75
85224,ASSORTED COLOUR SILK GLASSES CASE,3,6.300000000000001
85225,BLING KEY RING STAND,6,6.25
85227,SET OF 6 3D KIT CARDS FOR KIDS,1311,1097.73
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95
90022,EDWARDIAN DROP EARRINGS JET BLACK,8,30.0
90023,FILIGREE DIAMANTE EARRINGS,8,34.0
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,17.0
90029,NEW BAROQUE SMALL NECKLACE BLACK,3,25.5
90031,BILI NUT AND WOOD NECKLACE,48,48.0
90032,IVORY SHELL HEART NECKLACE,19,90.67
90033,IVORY SHELL HEART EARRINGS,2,5.1
90041,PEARL AND CHERRY QUARTZ BRACLET,2,7.0
90043,COPPER AND BRASS BAG CHARM,4,24.810000000000002
90046,WHITE WITH METAL BAG CHARM,3,14.850000000000001
90048,GREEN WITH METAL BAG CHARM,3,14.850000000000001
90049,IVORY GOLD METAL BAG CHARM,5,34.77
90050,CRACKED GLAZE NECKLACE IVORY,6,41.7
90051,CRACKED GLAZE NECKLACE RED,6,41.7
90054,CRACKED GLAZE EARRINGS RED,1,2.55
90055,CRACKED GLAZE EARRINGS BROWN,1,2.55
90057,DIAMANTE RING ASSORTED IN BOX.,1008,1311.3600000000001
90062,CARNIVAL BRACELET,20,255.0
90069,RUBY GLASS CLUSTER NECKLACE,2,15.0
90070,RUBY GLASS CLUSTER BRACELET,8,47.6
90071,RUBY GLASS CLUSTER EARRINGS,1,1.25
90072,RUBY DROP CHANDELIER EARRINGS,10,37.5
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,13,64.35000000000001
90074,BLACK DIAMOND CLUSTER NECKLACE,2,17.9
90076,MONTANA DIAMOND CLUSTER EARRINGS,6,15.299999999999999
90078,PINK/WHITE GLASS DEMI CHOKER,2,15.0
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,5,24.75
90083,CRYSTAL CZECH CROSS PHONE CHARM,19,13.69
90084,PINK CRYSTAL GUITAR PHONE CHARM,1,0.85
90085,CRYSTAL STILETTO PHONE CHARM,24,20.4
90086,CRYSTAL FROG PHONE CHARM,85,49.93
90087,CRYSTAL SEA HORSE PHONE CHARM,90,33.66
90089,PINK CRYSTAL SKULL PHONE CHARM,13,2.47
90093,CLEAR CRYSTAL STAR PHONE CHARM,47,20.39
90094,NECKLACE+BRACELET SET FRUIT SALAD ,13,33.15
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,8,20.4
90098,NECKLACE+BRACELET PINK BUTTERFLY,28,71.39999999999999
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,20,51.0
90100,NECKLACE+BRACELET SET PINK DAISY,1,2.55
90101,WHITE FRANGIPANI NECKLACE,15,38.25
90102,WHITE FRANGIPANI HAIR CLIP,10,8.5
90103,PURPLE FRANGIPANI NECKLACE,8,20.4
90104,PURPLE FRANGIPANI HAIRCLIP,1,0.85
90108,BLUE BLOSSOM HAIR CLIP,64,67.2
90114,SUMMER DAISIES BAG CHARM,66,168.29999999999998
90116,FRUIT SALAD BAG CHARM,16,27.04
90118,PINK DAISY BAG CHARM,6,15.299999999999999
90119,METALIC LEAVES BAG CHARMS,59,145.76999999999998
90131,PINK/AMETHYST/GOLD NECKLACE,4,27.8
90133,TEAL/FUSCHIA COL BEAD NECKLACE,9,44.55
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,6,29.700000000000003
90136,PALE PINK/AMETHYST STONE NECKLACE,3,29.849999999999998
90138,WHITE/PINK MINI CRYSTALS NECKLACE,4,19.8
90143,SILVER BRACELET W PASTEL FLOWER,18,135.0
90144,SILVER DROP EARRINGS WITH FLOWER,7,26.25
90145,SILVER HOOP EARRINGS WITH FLOWER,21,124.95
90146,FINE SILVER NECKLACE W PASTEL FLOWE,13,63.75
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,21,208.95
90148,LONG SILVER NECKLACE PASTEL FLOWER,7,89.25
90149,SILVER FLOWR PINK SHELL NECKLACE,52,335.28000000000003
90151,SILVER/NATURAL SHELL NECKLACE,8,68.0
90154,LAZER CUT NECKLACE W PASTEL BEADS,57,421.75
90155,RESIN NECKLACE W PASTEL BEADS,6,45.0
90156,RESIN BRACELET W PASTEL BEADS,3,14.850000000000001
90157,RIVIERA NECKLACE,7,34.65
90158,ST TROPEZ NECKLACE,14,69.30000000000001
90159,COTE D'AZURE NECKLACE,3,14.850000000000001
90166,PINK & WHITE ROSEBUD RING,14,58.900000000000006
90167,BEADED LOVE HEART JEWELLERY SET,10,8.5
90168,2 DAISIES HAIR COMB,6,17.700000000000003
90169,DAISY HAIR COMB,6,15.299999999999999
90170,DAISY HAIR BAND,46,75.89999999999999
90173,PAIR BUTTERFLY HAIR CLIPS,16,60.0
90174,BUTTERFLY HAIR BAND,16,40.8
90188,DROP EARRINGS W FLOWER & LEAF,2,5.1
90191,SILVER LARIAT 40CM,22,113.9
90192,JADE DROP EARRINGS W FILIGREE,23,113.85000000000001
90194,SILVER LARIAT BLACK STONE EARRINGS,12,51.0
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,17,56.95
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,10,25.499999999999996
10123C,HEARTS WRAPPING TAPE ,5,3.25
10124A,SPOTS ON RED BOOKCOVER TAPE,16,6.72
10124G,ARMY CAMO BOOKCOVER TAPE,17,7.14
15044A,PINK PAPER PARASOL ,422,1230.5800000000002
15044B,BLUE PAPER PARASOL ,307,865.6500000000001
15044C,PURPLE PAPER PARASOL,271,779.45
15044D,RED PAPER PARASOL,629,1732.79
15056BL,EDWARDIAN PARASOL BLACK,2779,15218.67
15056N,EDWARDIAN PARASOL NATURAL,3822,20672.91
15056P,EDWARDIAN PARASOL PINK,767,4242.26
15058A,BLUE POLKADOT GARDEN PARASOL,148,1104.6
15058B,PINK POLKADOT GARDEN PARASOL,115,866.25
15058C,ICE CREAM DESIGN GARDEN PARASOL,193,894.35
15060B,FAIRY CAKE DESIGN UMBRELLA,411,1482.87
16020C,CLEAR STATIONERY BOX SET ,6,5.1
16151A,FLOWERS HANDBAG blue and orange,49,61.25
16156L,"WRAP, CAROUSEL",475,199.5
16156S,WRAP PINK FAIRY CAKES ,5800,2331.0
16161G,WRAP BAD HAIR DAY,700,70.0
16161M,WRAP  PINK FLOCK,25,10.5
16161P,WRAP ENGLISH ROSE ,7201,2980.42
16161U,WRAP SUKI AND FRIENDS,4075,1687.5
16162L,THE KING GIFT BAG,17,11.05
16162M,THE KING GIFT BAG 25x24x12cm,26,10.92
16168M,FUNKY MONKEY GIFT BAG MEDIUM,329,138.18
16169E,WRAP 50'S  CHRISTMAS,4563,1892.46
16169K,WRAP FOLK ART,200,84.0
16169M,WRAP DAISY CARPET ,660,277.2
16169N,WRAP BLUE RUSSIAN FOLKART,25,10.5
16169P,WRAP GREEN RUSSIAN FOLKART ,50,21.0
16202A,PASTEL PINK PHOTO ALBUM ,7,3.5
16202B,PASTEL BLUE PHOTO ALBUM ,29,14.5
16202E,BLACK PHOTO ALBUM ,15,7.5
16206B,RED PURSE WITH PINK HEART,7,8.75
16207A,PINK STRAWBERRY HANDBAG ,13,38.35000000000001
16207B,PINK HEART RED HANDBAG,4,11.31
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7,7.85
16248B,BLUE HOLE PUNCH,13,16.25
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,445,156.53
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,24,50.400000000000006
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,80,62.150000000000006
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,270,244.89999999999998
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,455,422.54999999999995
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,362,341.79999999999995
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,385,362.95
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,35,40.05
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,365,329.05
17013D,ORIGAMI ROSE INCENSE IN TUBE,532,257.88
17014A,ORIGAMI VANILLA INCENSE CONES,154,67.83
17028J,INCENSE BAZAAR PEACH,6,2.52
17084A,TRANQUILITY MASALA INCENSE,200,42.0
17084J,LOVE POTION MASALA INCENSE,225,47.25
17084N,FAIRY DREAMS INCENSE ,1025,212.75
17084P,DRAGONS BLOOD INCENSE,349,73.29
17084R,ASSORTED INCENSE PACK,4032,760.3199999999999
17090A,LAVENDER INCENSE 40 CONES IN TIN,109,107.44999999999999
17090D,VANILLA INCENSE 40 CONES IN TIN,29,36.25
17091A,LAVENDER INCENSE IN TIN,171,98.91
17091J,VANILLA INCENSE IN TIN,2066,876.34
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",170,433.5
17109D,FLOWER FAIRY INCENSE BOUQUET,61,32.349999999999994
17129F,BLUE GLASS GEMS IN BAG,427,291.25
17136A,BLUE STONES ON WIRE FOR CANDLE,352,29.59
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,27,11.34
17165D,ASS COL LARGE SAND FROG P'WEIGHT,27,28.35
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,4,15.0
18094C,WHITE AND BLUE CERAMIC OIL BURNER,134,153.1
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,5,12.75
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,669,1461.15
18098C,PORCELAIN BUTTERFLY OIL BURNER,193,540.5500000000001
35001G,HAND OPEN SHAPE GOLD,156,506.58
35001W,HAND OPEN SHAPE DECO.WHITE,92,270.02000000000004
35004B,SET OF 3 BLACK FLYING DUCKS,475,2251.15
35004C,SET OF 3 COLOURED  FLYING DUCKS,393,1882.65
35004G,SET OF 3 GOLD FLYING DUCKS,126,448.3
35004P,SET OF 3 PINK FLYING DUCKS,1,5.45
35095A,BLUE VICTORIAN FABRIC OVAL BOX,811,293.82
35095B,RED VICTORIAN FABRIC OVAL BOX,772,277.44
35271S,GOLD PRINT PAPER BAG,19,3.6100000000000003
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1654,690.0
35591T,TURQUOISE CHRISTMAS TREE ,5,6.25
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1.25
35597B,BLACKCHRISTMAS TREE 30CM,1,1.25
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46,17.48
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,26.550000000000004
35598B,BLACK CHRISTMAS TREE 60CM,554,433.70000000000005
35598C,WHITE CHRISTMAS TREE 60CM,2,5.9
35598D,PINK/WHITE CHRISTMAS TREE 60CM,660,433.22
35599B,BLACK CHRISTMAS TREE 120CM,209,503.85
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,186,465.38
35607A,PINK FLUFFY CHRISTMAS DECORATION,24,4.5600000000000005
35607B,BLACK FEATHER CHRISTMAS DECORATION,96,18.240000000000002
35610A,PINK CHRISTMAS FLOCK DROPLET ,8,10.0
35610B,BLACK CHRISTMAS FLOCK DROPLET ,24,30.0
35610C,WHITE CHRISTMAS FLOCK DROPLET ,24,30.0
35637A,IVORY STRING CURTAIN WITH POLE ,166,363.7
35637C,PINK STRING CURTAIN WITH POLE,28,62.6
35638A,PINK AND BLACK STRING CURTAIN,38,82.1
35638B,PINK/BLUE STRING CURTAIN ,56,109.2
35809A,ENAMEL PINK TEA CONTAINER,388,374.10999999999996
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,9.18
35810A,ENAMEL PINK COFFEE CONTAINER,602,545.38
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,147,155.03
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28000000000001
35816P,"ACRYLIC JEWEL ANGEL,PINK",78,29.64
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",18,19.86
35818B,"ACRYLIC JEWEL ICICLE, BLUE",31,11.780000000000001
35818P,"ACRYLIC JEWEL ICICLE, PINK",261,99.18
35819B,"ACRYLIC HANGING JEWEL,BLUE",266,101.08
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55
35833P,4 PINK FLOCK CHRISTMAS BALLS,36,45.0
35909A,RABBIT EASTER DECORATION,8,23.6
35909B,PINK FLOWERS RABBIT EASTER,8,23.6
35910A,MULTICOLOUR EASTER RABBIT ,20,39.0
35910B,PINK FLOWERS RABBIT EASTER,13,25.349999999999998
35911A,MULTICOLOUR RABBIT EGG WARMER,205,194.14999999999998
35911B,PINK/FLOWER RABBIT EGG WARMER ,17,35.7
35912B,WHITE/PINK CHICK DECORATION,249,283.89
35913B,WHITE/PINK CHICK EASTER DECORATION,34,28.9
35915B,BLUE KNITTED HEN ,91,150.14999999999998
35915C,PEACH KNITTED HEN ,49,80.85
35916A,YELLOW FELT HANGING HEART W FLOWER,20,17.0
35916B,BLUE FELT HANGING HEART WITH FLOWER,6,5.1
35916C,PINK FELT HANGING HEART W FLOWER,54,45.9
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6,7.5
37444A,YELLOW BREAKFAST CUP AND SAUCER,47,31.130000000000003
37444B,BLUE BREAKFAST CUP AND SAUCER ,4,11.8
37444C,PINK BREAKFAST CUP AND SAUCER ,19,30.45
37462E,"PET MUG, GOLDFISH",27,5.59
37479B,CUBIC MUG FLOCK BLUE ON BROWN,127,60.33
37479P,CUBIC MUG FLOCK PINK ON BROWN,118,52.5
37482P,CUBIC MUG PINK POLKADOT,477,216.26999999999998
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,28,10.92
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,33,14.43
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,31,16.77
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,23,13.65
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,40,17.16
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,4,6.6
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.2
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,2,3.3
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.2
40046A,RED DAISY PAPER LAMPSHADE,50,62.5
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,15,6.3
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,24,10.08
44091A,BLUE CRUSOE CHECK LAMPSHADE,9,3.78
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,14,11.899999999999999
44092C,PURPLE/COPPER HANGING LAMPSHADE,18,15.299999999999999
44242A,LILAC FEATHERS CURTAIN,12,9.48
44242B,PINK FEATHERS CURTAIN,52,50.28
46000M,POLYESTER FILLER PAD 45x45cm,1008,1562.4
46000P,POLYESTER FILLER PAD 65CMx65CM,17,72.25
46000R,POLYESTER FILLER PAD 45x30cm,101,146.45
46000S,POLYESTER FILLER PAD 40x40cm,1551,2248.95
46000U,POLYESTER FILLER PAD 30CMx30CM,107,133.75
46115B,GREEN POP ART MAO CUSHION COVER ,12,2.2800000000000002
46126A,ELVIS WALLHANGING / CURTAIN,48,60.0
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,43,43.15
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,24,406.79999999999995
46776A,WOVEN BUBBLE GUM CUSHION COVER,14,69.30000000000001
46776B,WOVEN BERRIES CUSHION COVER ,15,74.25
46776C,WOVEN FROST CUSHION COVER,11,54.45
46776D,WOVEN SUNSET CUSHION COVER ,12,59.400000000000006
46776E,WOVEN CANDY CUSHION COVER ,14,69.3
46776F,WOVEN ROSE GARDEN CUSHION COVER ,19,94.05000000000001
47013A,WINE BOTTLE DRESSING LT.BLUE,14,3.0399999999999996
47013C,WINE BOTTLE DRESSING DARK BLUE,43,5.5
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,518,230.39999999999998
47310M,"SMALL POP BOX,FUNKY MONKEY",265,326.73
47341A,FUSCHIA TABLE RUN FLOWER ,27,38.75
47341B,BLUE TABLE RUN FLOWER,45,56.25
47343A,FUSCHIA FLOWER PURSE WITH BEADS,159,145.17
47344B,BLUE FLOWER DES PURSE,44,43.66
47348A,FUSCHIA VOILE POINTY SHOE DEC,97,50.31
47351B,BLUE  VOILE LAMPSHADE,86,234.5
47367B,PAIR PADDED HANGERS PINK CHECK,57,194.55
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,8,23.6
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,3,11.690000000000001
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2730,1251.61
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,95,90.13
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,7.95
47504H,ENGLISH ROSE SPIRIT LEVEL ,948,860.88
47504K,ENGLISH ROSE GARDEN SECATEURS,1957,1825.99
47518F,ICON PLACEMAT POP ART ELVIS,827,113.64
47556B,TEA TIME TEA TOWELS ,2600,6045.0
47559B,TEA TIME OVEN GLOVE,2001,2412.92
47563A,RETRO LONGBOARD IRONING BOARD COVER,198,250.0
47566B,TEA TIME PARTY BUNTING,2288,10430.400000000001
47567B,TEA TIME KITCHEN APRON,585,3248.07
47570B,TEA TIME TABLE CLOTH,180,1642.68
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,422,365.5
47574B,ENGLISH ROSE SCENTED HANGING HEART,4,17.0
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,192,163.2
47585A,PINK FAIRY CAKE CUSHION COVER,102,382.5
47586A,PINK FAIRY CAKE CUSHION COVER,21,53.55
47590A,BLUE HAPPY BIRTHDAY BUNTING,1948,10096.62
47590B,PINK HAPPY BIRTHDAY BUNTING,2283,11666.35
47591B,SCOTTIES CHILDRENS APRON,38,62.699999999999996
47591D,PINK FAIRY CAKE CHILDRENS APRON,3140,5815.5599999999995
47593A,CAROUSEL PONIES BABY BIB,33,14.37
47593B,SCOTTIE DOGS BABY BIB,1663,676.39
47594A,CAROUSEL DESIGN WASHBAG,52,101.39999999999999
47594B,SCOTTIES DESIGN WASHBAG,91,177.45
47599A,PINK PARTY BAGS,2409,4481.62
47599B,BLUE PARTY BAGS ,1451,2728.94
48173C,DOORMAT BLACK FLOCK ,1784,9797.75
51014A,"FEATHER PEN,HOT PINK",3573,1758.8899999999999
51014C,"FEATHER PEN,COAL BLACK",2438,1170.8999999999999
51014L,"FEATHER PEN,LIGHT PINK",1924,941.3399999999999
51020A,SUMMER FUN DESIGN SHOWER CAP,325,116.32999999999998
51020B,STRIPY DESIGN SHOWER CAP,197,70.57
62043B,BLUE CHECK BAG W HANDLE 34X20CM,17,14.11
62074B,ELEPHANT CLIP W SUCTION CUP,16,6.72
62086A,PINK RETRO BIG FLOWER BAG,86,167.7
62094B,TURQ ICE CREAM BUM BAG ,13,33.15
62096A,PINK/YELLOW FLOWERS HANDBAG,106,132.5
62096B,PURPLE/TURQ FLOWERS HANDBAG,2,2.5
62097B,BLUE STRIPES SHOULDER BAG,9,7.469999999999999
71101E,STANDING FAIRY POLE SUPPORT ,346,278.5
71406C,BLACK ORANGE SQUEEZER,138,57.96
71495A,CD WALL TIDY BLUE OFFICE,96,34.56
71495B,CD WALL TIDY RED FLOWERS,160,58.56
71496A,A4 WALL TIDY BLUE OFFICE,114,61.86000000000001
71496B,A4 WALL TIDY RED FLOWERS,13,7.37
72024U,LILAC VOTIVE CANDLE,72,15.120000000000001
72051S,BAG OF SILVER STONES,45,18.9
72140E,BEST DAD CANDLE LETTERS,31,26.349999999999998
72225C,LAVENDER SCENT CAKE CANDLE,600,158.64
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,687,1314.78
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1234,2384.76
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2058,3856.04
72369A,PINK CLEAR GLASS CANDLE PLATE,28,35.0
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,385,3667.2299999999996
72798C,SET/4 GARDEN ROSE DINNER CANDLE,7,11.549999999999999
72799C,PINK PILLAR CANDLE SILVER FLOCK,80,123.68
72799E,IVORY PILLAR CANDLE SILVER FLOCK,393,725.19
72799F,IVORY PILLAR CANDLE GOLD FLOCK,127,365.05
72800B, 4 PURPLE FLOCK DINNER CANDLES,138,265.65999999999997
72800C,4 PINK DINNER CANDLE SILVER FLOCK,124,229.95999999999998
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,85,216.74999999999997
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,450,913.74
72801C,4 ROSE PINK DINNER CANDLES,138,163.38
72801D,4 SKY BLUE DINNER CANDLES,58,72.5
72801G,4 BURGUNDY WINE DINNER CANDLES,43,53.75
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,315,1271.67
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,968,1749.94
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1374,2541.12
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,528,714.0
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,339,1402.03
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,348,1435.0
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,669,2727.97
75013B,"STRING OF 8 BUTTERFLIES,PINK",25,41.24999999999999
75049L,LARGE CIRCULAR MIRROR MOBILE,6809,6092.049999999999
77101A,UNION FLAG WINDSOCK,385,421.97
78034B,BLUE NETTING STORAGE HANGER,8,15.6
79026B,"S/4 ICON COASTER,ELVIS LIVES",25,10.61
79030D,"TUMBLER, BAROQUE",456,215.64
79030G,"TUMBLER, NEW ENGLAND",1358,607.74
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,783,261.63
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65
79063D,"RETRO PILL BOX , REVOLUTIONARY",188,34.72
79066K,RETRO MOD TRAY,739,618.13
79071B,ENGLISH ROSE METAL WASTE BIN,20,59.0
79144B,PAINTED LIGHTBULB STAR+ MOON,107,42.54
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,63,24.06
79149B,SILICON STAR BULB  BLUE,18,7.56
79151B,"SILICON CUBE 25W, BLUE",11,4.62
79157B,UBO-LIGHT TRIOBASE BLUE,4,3.4
79157V,UBO-LIGHT TRIOBASE PURPLE,5,4.25
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2,5.9
79190A,RETRO PLASTIC 70'S TRAY,340,142.8
79190B,RETRO PLASTIC POLKA TRAY,655,245.1
79190D,RETRO PLASTIC DAISY TRAY,227,95.34
79191B,RETRO PLASTIC POLKA TRAY,154,130.9
79191C,RETRO PLASTIC ELEPHANT TRAY,1105,812.53
79191D,RETRO PLASTIC DAISY TRAY,25,21.249999999999996
79192A,RETRO PLASTIC 70'S TRAY,3,3.75
79302M,"ART LIGHTS,FUNK MONKEY",355,950.45
79323B,BLACK CHERRY LIGHTS,8,54.0
79323P,PINK CHERRY LIGHTS,4,27.0
81950B,FLOWER BLUE CLOCK WITH SUCKER,116,33.64
81950V,FLOWER PURPLE CLOCK W/SUCKER,20,8.6
81952B,ROUND BLUE CLOCK WITH SUCKER,200,38.0
81952V,ROUND PURPLE CLOCK WITH SUCKER,365,69.35
81953B,ROUND BLUE CLOCK WITH SUCKER,11,2.09
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,28,5.32
82001S,VINYL RECORD FRAME SILVER,1508,5231.08
82011A,"BATHROOM SCALES, TROPICAL BEACH",16,60.0
82011B,BATHROOM SCALES RUBBER DUCKS,41,139.35
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,51,172.05
82494L,WOODEN FRAME ANTIQUE WHITE ,6268,17583.77
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",66,82.5
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",400,267.6
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",360,234.2
82613D,METAL SIGN CUPCAKE SINGLE HOOK,469,270.85
82616B,FRAPPUCINO SCARF KNITTING KIT,307,413.83
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,277,385.52
84029E,RED WOOLLY HOTTIE WHITE HEART.,3676,13311.26
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2465,9313.17
84030E,ENGLISH ROSE HOT WATER BOTTLE,1414,5729.66
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,173,498.53000000000003
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,93,338.09000000000003
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,447,1107.0100000000002
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,651,1333.15
84078A,SET/4 WHITE RETRO STORAGE CUBES ,357,13007.150000000001
84086B,YELLOW/BLUE RETRO RADIO,16,47.2
84086C,PINK/PURPLE RETRO RADIO,136,401.20000000000005
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,2.47
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.95
84206A,3 BLACK CATS W HEARTS BLANK CARD,24,4.5600000000000005
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.95
84206C,CHAMPAGNE TRAY BLANK CARD,8,1.52
84247E,PACK/12 XMAS FUN CARD,80,236.00000000000003
84247G,"DECOUPAGE,GREETING CARD,",336,141.12
84247K,"FOLK ART GREETING CARD,pack/12",22,64.9
84247L,FAWN AND MUSHROOM GREETING CARD,108,45.36
84247N,PACK/12 BLUE FOLKART CARDS,22,64.9
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",160,68.84
84251B,"GREETING CARD, STICKY GORDON",157,29.830000000000002
84251C,"GREETING CARD, TWO SISTERS.",24,4.5600000000000005
84251G,"GREETING CARD, OVERCROWDED POOL.",180,34.2
84279B,CHERRY BLOSSOM DECORATIVE FLASK,179,666.93
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,336,1242.72
84313B,BLUE TV TRAY TABLE ,76,175.8
84313C,ORANGE TV TRAY TABLE ,461,908.15
84341B,SMALL PINK MAGIC CHRISTMAS TREE,618,252.23
84387A,BIRD ON BRANCH CANVAS SCREEN,11,21.45
84402B,PURPLE DRESS JEWELLERY STAND,61,48.19
84406B,CREAM CUPID HEARTS COAT HANGER,1917,7121.2300000000005
84415A,PINK FLOCK SUEDE CUSHION COVER ,12,15.0
84415B,BLUE FLOCK CUSHION COVER ,6,12.5
